title,price,isbn,publication_year,language,cover_type,pages_number,author_id,publisher_id,book_id,genre,rating
Доктор Стрэндж,2800.0,9785171003357,2016.0,Russian,Hard,160.0,3613,11,8719,Thriller,1.9
Доктор Кто. Приход террафилов,3100.0,9785170892013,2015.0,Russian,Hard,384.0,3614,11,8720,Fantasy,0.1
Доктор Живаго,3000.0,9785699884902,2016.0,Russian,Hard,624.0,1436,35,8721,Romance,2.7
Доктор Живаго,2600.0,9785699824564,2016.0,Russian,Soft,704.0,1436,35,8722,Science Fiction,4.1
Доктор Живаго,4400.0,9785699702794,2016.0,Russian,Hard,608.0,1436,35,8723,Non-Fiction,4.5
Доктор Живаго,2300.0,9785389059962,2015.0,Russian,Hard,608.0,1436,15,8724,Fiction,1.8
Доктор Живаго,2400.0,9785389017245,2015.0,Russian,Soft,704.0,1436,15,8725,Science Fiction,0.4
Доктор Живаго,2900.0,9785170977673,2019.0,Russian,Hard,544.0,1436,11,8726,Fantasy,4.5
Доктор Живаго,3200.0,9785170869879,2014.0,Russian,Hard,544.0,1436,11,8727,Thriller,0.7
Доктор Живаго,6100.0,9785170419265,2008.0,Russian,Hard,704.0,1436,11,8728,Mystery,1.7
Доктор Айболит,3800.0,9785389008168,2016.0,Russian,Hard,128.0,76,34,8729,History,0.2
Добрые феи,4300.0,9785389014923,2015.0,Russian,Soft,24.0,3615,34,8730,Fiction,3.0
Добрые сказки,6900.0,9785171046972,2017.0,Russian,Hard,224.0,3333,11,8731,Biography,4.6
Доброе утро,800.0,9785170719488,2010.0,Russian,Hard,320.0,3616,11,8732,Romance,4.1
Добро пожаловать в Найт-Вэйл,3300.0,9785170936120,2016.0,Russian,Hard,352.0,3617,11,8733,Non-Fiction,4.3
До того как,4300.0,9785699877072,2016.0,Russian,Hard,352.0,700,35,8734,Non-Fiction,0.4
Дневник фокса Микки,2100.0,9785171026738,2017.0,Russian,Hard,222.0,3618,11,8735,History,0.2
Дневник писателя,2300.0,9785389028067,2015.0,Russian,Soft,464.0,493,15,8736,History,2.9
Дневник мага,4200.0,9785170811779,2016.0,Russian,Hard,320.0,58,236,8737,Thriller,0.6
Дневник Бриджит Джонс,3900.0,9785699920693,2016.0,Russian,Hard,320.0,3619,35,8738,Mystery,4.8
Дневник,1700.0,9785171027988,2017.0,Russian,Soft,320.0,2112,11,8739,Science Fiction,2.1
Дневник,3600.0,9785171027971,2017.0,Russian,Hard,320.0,2112,11,8740,Fantasy,1.8
Дисбаланс. Том 6,1800.0,9785752526121,2013.0,Russian,Soft,192.0,3620,235,8741,Self-Help,2.0
Дисбаланс. Том 2,1700.0,9785752526084,2013.0,Russian,Soft,192.0,3620,235,8742,Thriller,3.8
Динозавры,2800.0,9785389072022,2016.0,Russian,Hard,128.0,3621,34,8743,History,1.8
Динозавры,3400.0,9785389052369,2013.0,Russian,Hard,64.0,3622,34,8744,Non-Fiction,1.2
Динозавры,1900.0,9785171040468,2017.0,Russian,Hard,64.0,2211,11,8745,Non-Fiction,0.0
Динозавры,5700.0,9785171010713,2017.0,Russian,Hard,128.0,3193,11,8746,History,2.1
Динозавры,5800.0,9785170971138,2016.0,Russian,Hard,160.0,1665,11,8747,Biography,3.6
Динозавры,6600.0,9785170902705,2015.0,Russian,Hard,160.0,1666,11,8748,Fiction,1.4
Дикие пальмы,2500.0,9785170991716,2016.0,Russian,Hard,320.0,987,11,8749,Mystery,4.4
Дикие животные. 50 шагов в мир знаний,2800.0,9785389088474,2015.0,Russian,Hard,56.0,3623,34,8750,Self-Help,4.9
Диалектика мифа,2300.0,9785389078406,2014.0,Russian,Soft,320.0,2995,15,8751,Self-Help,0.8
Дзэн и искусство ухода за мотоциклом,3900.0,9785171037437,2017.0,Russian,Hard,480.0,3624,11,8752,Mystery,3.3
Дзен в искусстве написания книг,2000.0,9785699816330,2017.0,Russian,Soft,192.0,1236,35,8753,Self-Help,1.9
"Дживс и феодальная верность. Дживс готовит омлет. На помощь, Дживс! Держим удар, Дживс!",5500.0,9785171043438,2017.0,Russian,Hard,608.0,3625,11,8754,Romance,4.2
Дженни Герхардт,2200.0,9785389071360,2014.0,Russian,Soft,384.0,114,15,8755,Non-Fiction,4.0
Джек-Соломинка,1000.0,9785170736065,2011.0,Russian,Hard,416.0,2677,11,8756,History,2.6
Джейн Эйр. Грозовой Перевал. Незнакомка из Уайлдфелл-Холла,6700.0,9785170660100,2011.0,Russian,Hard,1184.0,3626,11,8757,Self-Help,4.0
Джейн Эйр,2200.0,9785699479009,2016.0,Russian,Soft,704.0,382,35,8758,Mystery,3.7
Джейн Эйр,2600.0,9785170655083,2011.0,Russian,Hard,448.0,382,11,8759,Thriller,3.8
Детство. Отрочество. Юность,2100.0,9785389031470,2015.0,Russian,Soft,416.0,491,15,8760,Fantasy,1.4
Детки в клетке,900.0,9785171024840,2017.0,Russian,Soft,10.0,497,11,8761,Non-Fiction,4.6
Детки в клетке,6500.0,9785170878932,2017.0,Russian,Hard,12.0,497,11,8762,Science Fiction,4.0
Дети Хурина. Нарн и Хин Хурин,6700.0,9785170886494,2015.0,Russian,Hard,320.0,781,11,8763,Mystery,0.4
Дети подземелья,2200.0,9785170968022,2016.0,Russian,Hard,384.0,3627,11,8764,Science Fiction,3.6
Дети Капитана Гранта,4400.0,9785699979165,2017.0,Russian,Hard,640.0,617,35,8765,Science Fiction,3.3
Дети Капитана Гранта,4400.0,9785699979158,2017.0,Russian,Ultrathin,640.0,617,35,8766,Fiction,4.3
Дети Капитана Гранта,4000.0,9785171032210,2017.0,Russian,Hard,688.0,617,11,8767,Fantasy,3.5
Дети Капитана Гранта,2500.0,9785170929146,2016.0,Russian,Hard,640.0,617,11,8768,Fiction,2.3
Дети Арбата. В 3-х книгах. Книга 1,2100.0,9785170658879,2010.0,Russian,Hard,608.0,2110,11,8769,Science Fiction,3.3
Десять книг об архитектуре,1900.0,9785389131620,2017.0,Russian,Soft,320.0,1035,15,8770,Non-Fiction,4.2
День без любви потерян,2600.0,9785170999675,2017.0,Russian,Hard,192.0,111,11,8771,Self-Help,0.9
Денискины рассказы,1600.0,9785699832637,2016.0,Russian,Hard,160.0,237,35,8772,Science Fiction,4.5
Денискины рассказы,2200.0,9785170926039,2015.0,Russian,Hard,320.0,237,11,8773,Self-Help,1.0
Делай новое! Улучшаем бизнес с помощью маркетинга,7700.0,9785001002802,2017.0,Russian,Hard,144.0,1563,36,8774,Romance,1.8
Декоративно-прикладное искусство,15100.0,9785389065710,2015.0,Russian,Hard,544.0,3176,15,8775,Non-Fiction,4.8
Декамерон,4800.0,9785699275076,2015.0,Russian,Ultrathin,896.0,2099,35,8776,Romance,1.0
Габо Маркес. Повесть об одной необычной судьбе,1600.0,9785170890408,2015.0,Russian,Hard,184.0,3628,11,8777,Non-Fiction,1.7
Выход из кризиса есть!,5100.0,9785389044463,2013.0,Russian,Hard,320.0,3629,15,8778,Biography,1.1
Декамерон,2800.0,9785389012103,2016.0,Russian,Soft,800.0,2099,15,8779,Mystery,4.0
Девять рассказов,2000.0,9785699900275,2017.0,Russian,Soft,288.0,2055,35,8780,Romance,2.1
"Девушка, которая взрывала воздушные замки",5300.0,9785699843558,2017.0,Russian,Ultrathin,736.0,3630,35,8781,Romance,0.4
Выйди из зоны комфорта. Измени свою жизнь,7800.0,9785001170990,2020.0,Russian,Hard,144.0,71,36,8782,Biography,0.4
Вчера еще в глаза глядел,2400.0,9785699470617,2017.0,Russian,Hard,384.0,1424,35,8783,Romance,0.6
Девушка из Золотого Рога,4100.0,9785389089907,2016.0,Russian,Ultrathin,352.0,3631,15,8784,Non-Fiction,4.5
"Девочка, которая спасла Рождество",3700.0,9785170980789,2017.0,Russian,Hard,368.0,591,11,8785,Fiction,4.5
Встреча,1700.0,9785389075450,2014.0,Russian,Soft,192.0,109,15,8786,History,3.0
Девочка на шаре,4500.0,9785699920129,2017.0,Russian,Hard,256.0,237,35,8787,Non-Fiction,4.1
Встреча,3400.0,9785389026827,2012.0,Russian,Hard,224.0,109,15,8788,Science Fiction,4.1
Дворец принцессы Кейти. Все истории о принцессе Кейти,4100.0,9785170658985,2012.0,Russian,Hard,832.0,3305,11,8789,Self-Help,3.8
"Вспоминать, чтобы помнить",1300.0,9785170759583,2012.0,Russian,Hard,448.0,1031,11,8790,Self-Help,4.7
Дверь в Лето,3900.0,9785389130173,2019.0,Russian,Soft,228.0,3632,15,8791,Biography,4.0
Всемирная история,6100.0,9785864717196,2015.0,Russian,Hard,208.0,3633,75,8792,Non-Fiction,1.2
Вселенная и космос,5700.0,9785171010751,2017.0,Russian,Hard,128.0,3193,229,8793,Biography,1.8
Двенадцать стульев. Золотой теленок. Повести. Рассказы. Очерки,8100.0,9785389071513,2014.0,Russian,Hard,1088.0,1473,15,8794,Mystery,2.7
Двенадцать стульев,5100.0,9785699832194,2017.0,Russian,Hard,720.0,1473,35,8795,Romance,2.8
Всего один день,2400.0,9785699845217,2015.0,Russian,Soft,416.0,2755,35,8796,Self-Help,3.5
"Всё, что нужно знать малышам от 1 до 3 лет",6600.0,9785170883677,2015.0,Russian,Hard,160.0,3634,11,8797,History,2.9
"Все сказки, басни и рассказы для детей",3600.0,9785171009823,2016.0,Russian,Hard,480.0,491,228,8798,Science Fiction,3.7
Двенадцать стульев,2200.0,9785389072190,2015.0,Russian,Hard,384.0,1473,15,8799,Fantasy,0.5
Двенадцать стульев,1900.0,9785389072183,2015.0,Russian,Soft,384.0,1473,15,8800,Biography,4.4
"Взлом маркетинга. Наука о том, почему мы покупаем",9900.0,9785001004219,2017.0,Russian,Hard,304.0,2225,36,8801,History,1.7
Двенадцать,1700.0,9785389025141,2011.0,Russian,Soft,240.0,3296,15,8802,Biography,2.8
"Взлом креатива. Как увидеть то, что не видят другие",8600.0,9785001006398,2019.0,Russian,Soft,320.0,3635,36,8803,Fantasy,1.3
Две сказки,6800.0,9785170870622,2017.0,Russian,Hard,14.0,2210,11,8804,Biography,2.1
Дважды два - четыре,900.0,9785389085855,2015.0,Russian,Soft,16.0,3606,34,8805,Biography,2.8
Взгляни на арлекинов!,2100.0,9785389086753,2015.0,Russian,Soft,352.0,59,15,8806,Self-Help,3.8
Вечера на хуторе близ Диканьки,2100.0,9785389050808,2012.0,Russian,Hard,320.0,682,15,8807,Thriller,4.7
Двадцать четыре часа из жизни женщины,2300.0,9785170871261,2016.0,Russian,Hard,384.0,427,11,8808,Romance,2.4
Вечера на хуторе близ Диканьки,1900.0,9785170997077,2021.0,Russian,Soft,320.0,682,11,8809,Non-Fiction,1.8
Двадцать тысяч лье под водой,2200.0,9785389051867,2014.0,Russian,Hard,480.0,617,15,8810,Science Fiction,0.5
Двадцать первое. Ночь. Понедельник...,2200.0,9785389049741,2014.0,Russian,Soft,320.0,2364,15,8811,Mystery,2.6
Ветер сквозь замочную скважину,2900.0,9785170897933,2015.0,Russian,Hard,384.0,242,11,8812,Biography,2.7
Дачное удовольствие,1800.0,9785389024373,2012.0,Russian,Soft,256.0,379,15,8813,Science Fiction,3.3
Вести из леса,6000.0,9785699865864,2017.0,Russian,Hard,256.0,2531,35,8814,Mystery,4.3
Дар,2200.0,9785389069152,2015.0,Russian,Soft,416.0,59,15,8815,Self-Help,3.2
Весна,1000.0,9785170571963,2010.0,Russian,Hard,480.0,3608,11,8816,Biography,3.4
Дамское счастье,2000.0,9785699655939,2016.0,Russian,Soft,544.0,1585,35,8817,Self-Help,2.3
Дама с собачкой. Повести и рассказы,4400.0,9785699418107,2019.0,Russian,Ultrathin,656.0,379,35,8818,Biography,4.3
Весенняя лихорадка,1000.0,9785170635214,2010.0,Russian,Hard,320.0,2563,11,8819,Thriller,0.8
Леонардо да Винчи. Настоящая история гения,3500.0,9785170906833,2015.0,Russian,Hard,286.0,3636,11,8820,History,3.0
Закон жизни,1900.0,9785389129092,2017.0,Russian,Soft,352.0,197,15,8821,Self-Help,1.2
Дама с собачкой,2200.0,9785389047334,2016.0,Russian,Hard,416.0,379,15,8822,Thriller,4.2
Окаянные дни,1800.0,9785389029293,2017.0,Russian,Soft,320.0,236,15,8823,Romance,0.5
Дама с камелиями,1800.0,9785389126695,2017.0,Russian,Soft,288.0,117,15,8824,Non-Fiction,2.9
"Далеко, далеко на озере Чад",2300.0,9785699762699,2014.0,Russian,Hard,288.0,3637,35,8825,Romance,4.1
"Давайте рисовать, как великие художники",6200.0,9785389095397,2016.0,Russian,Soft,240.0,2634,34,8826,Science Fiction,4.8
Да здравствует фикус! Дочь священника,3400.0,9785170941193,2015.0,Russian,Hard,576.0,670,11,8827,Thriller,1.4
Кентервильское привидение,1900.0,9785389074415,2017.0,Russian,Soft,352.0,121,15,8828,Thriller,1.8
И девять ждут тебя карет,3900.0,9785389130180,2017.0,Russian,Ultrathin,416.0,3638,15,8829,Self-Help,0.6
Да здравствует фикус!,2400.0,9785170838943,2017.0,Russian,Soft,320.0,670,11,8830,Non-Fiction,2.6
Жена путешественника во времени,4600.0,9785389097797,2015.0,Russian,Hard,576.0,3639,15,8831,Non-Fiction,4.5
Гэм,1600.0,9785170854660,2014.0,Russian,Hard,320.0,289,11,8832,History,4.8
Другая судьба,5700.0,9785389077430,2015.0,Russian,Hard,416.0,944,15,8833,Fiction,3.2
"Груша, Корица и Фиалка",5600.0,9785389089570,2017.0,Russian,Hard,96.0,2158,15,8834,Fantasy,0.0
Грузовики,4300.0,9785389077706,2016.0,Russian,Soft,24.0,3640,34,8835,Biography,1.6
Больше денег от Вашего бизнеса. Партизанский маркетинг в действии,8700.0,9785001004202,2018.0,Russian,Hard,320.0,3191,36,8836,Non-Fiction,0.9
Большая энциклопедия транспорта,5600.0,9785389133723,2017.0,Russian,Hard,192.0,3641,15,8837,Self-Help,4.7
Беседа пьяного с трезвым чертом,1800.0,9785389033863,2013.0,Russian,Soft,272.0,379,15,8838,Fiction,1.2
Грозовой перевал,1900.0,9785699907229,2016.0,Russian,Soft,352.0,377,35,8839,Mystery,1.2
Берлин,2900.0,9785699721221,2019.0,Russian,Soft,128.0,3642,16,8840,Romance,1.8
Белый отель,3900.0,9785389063457,2014.0,Russian,Hard,320.0,3643,15,8841,Science Fiction,1.5
Грозовой перевал,2700.0,9785699877843,2016.0,Russian,Ultrathin,544.0,377,35,8842,Thriller,4.5
Белый Клык. Зов предков,2100.0,9785170980628,2016.0,Russian,Soft,384.0,197,11,8843,History,2.2
Грозовой перевал,1900.0,9785171010560,2017.0,Russian,Soft,320.0,377,11,8844,Science Fiction,2.5
Белый клык,2100.0,9785170912674,2015.0,Russian,Hard,288.0,197,11,8845,Biography,3.0
Грозовой перевал,2100.0,9785170968800,2016.0,Russian,Soft,416.0,377,11,8846,Fiction,2.1
Белый Бим Чёрное ухо,5000.0,9785389036581,2013.0,Russian,Hard,256.0,3644,34,8847,Fantasy,4.2
Белый Бим Черное ухо,2800.0,9785699428182,2010.0,Russian,Hard,448.0,3644,35,8848,Science Fiction,0.3
Грозовой перевал,2100.0,9785170637065,2014.0,Russian,Hard,320.0,377,236,8849,Thriller,1.9
Белоснежка. Большая книга для творчества,4900.0,9785389071735,2014.0,Russian,Soft,80.0,3645,34,8850,Mystery,3.6
Гроздья гнева,2300.0,9785389086821,2015.0,Russian,Hard,608.0,1042,15,8851,Thriller,0.2
Гроздья гнева,2500.0,9785389049949,2015.0,Russian,Soft,608.0,1042,15,8852,Non-Fiction,3.7
Белоснежка и другие сказки,2100.0,9785699916740,2017.0,Russian,Hard,64.0,2212,35,8853,Self-Help,4.6
Гроза,2000.0,9785171038274,2017.0,Russian,Hard,320.0,102,11,8854,Mystery,3.0
Белоснежка,400.0,9785389114029,2016.0,Russian,Soft,16.0,2212,34,8855,Romance,3.1
Грейс Келли,800.0,9785170838301,2014.0,Russian,Hard,288.0,3646,11,8856,Fantasy,3.3
Белки в Центральном парке по понедельникам грустят,3300.0,9785170862825,2014.0,Russian,Hard,800.0,2913,11,8857,History,4.7
Графические романы Джорджа Мартина. Игра престолов 1-2,33500.0,9785171010218,2017.0,Russian,Hard,1168.0,1875,11,8858,Thriller,1.7
Бегущий в Лабиринте. Тотальная угроза,3100.0,9785170925933,2016.0,Russian,Hard,352.0,2858,11,8859,Biography,1.5
Бегущий в Лабиринте. Лекарство от смерти,3000.0,9785170875665,2014.0,Russian,Hard,352.0,2858,11,8860,Non-Fiction,0.2
Графиня Рудольштадт,2300.0,9785389077072,2015.0,Russian,Hard,608.0,112,15,8861,Mystery,0.4
Бегущий в Лабиринте. Испытание огнем. Лекарство от смерти,6500.0,9785170875634,2014.0,Russian,Hard,798.0,2858,11,8862,Science Fiction,4.4
Анна Каренина,2600.0,9785389052642,2014.0,Russian,Soft,864.0,491,15,8863,Fiction,3.7
Анна Каренина,2400.0,9785389049352,2015.0,Russian,Hard,864.0,491,15,8864,Fiction,1.0
Все как у людей. Котики и другие любимые звери. Зендудлы на каждый день,2200.0,9785699870325,2016.0,Russian,Hard,64.0,2176,35,8865,Self-Help,0.6
Все идеи Роберта Кийосаки в одной книге,3000.0,9785699845286,2017.0,Russian,Hard,128.0,3647,35,8866,Self-Help,4.9
Все животные с крупными буквами,8600.0,9785699909131,2017.0,Russian,Hard,256.0,3648,35,8867,Fiction,4.8
Анж Питу,1000.0,9785271416057,2014.0,Russian,Hard,574.0,117,236,8868,Mystery,3.4
Английский язык: для детей 5-6 лет. В 2 частях. Часть 1,1600.0,9785699623839,2013.0,Russian,Soft,56.0,3649,35,8869,Self-Help,3.8
Всё для клиента. 39 правил незабываемого сервиса,5100.0,9785389061491,2014.0,Russian,Hard,224.0,2643,15,8870,Biography,3.5
Английский за 15 минут. Начальный уровень,2800.0,9785699782291,2015.0,Russian,Soft,320.0,3650,35,8871,Thriller,3.6
Все динозавры с крупными буквами,8600.0,9785699909186,2017.0,Russian,Hard,217.0,3648,35,8872,Fantasy,1.9
Ангелы Опустошения,2400.0,9785389086746,2017.0,Russian,Ultrathin,480.0,490,15,8873,Science Fiction,3.8
Все Денискины рассказы. Повести,5300.0,9785170839063,2014.0,Russian,Hard,856.0,237,228,8874,Science Fiction,1.1
Ангел-хранитель,800.0,9785699883073,2016.0,Russian,Soft,96.0,1256,35,8875,Mystery,2.3
Все вредные советы в одной книге,4800.0,9785170929139,2015.0,Russian,Hard,704.0,230,228,8876,Self-Help,2.6
Английский язык для среднего уровня. Уровень В1,2300.0,9785170901753,2015.0,Russian,Soft,160.0,1956,11,8877,Biography,4.6
Всадник без головы,2400.0,9785389067721,2015.0,Russian,Soft,608.0,2795,15,8878,Self-Help,1.7
Английский язык для продолжающих. Уровень А2,2300.0,9785170901746,2015.0,Russian,Soft,160.0,1956,11,8879,Mystery,4.3
Время-деньги!,2800.0,9785170790203,2015.0,Russian,Hard,320.0,545,11,8880,Mystery,3.1
Время прощать,4300.0,9785170840571,2015.0,Russian,Hard,512.0,718,11,8881,Fiction,3.7
Аналитическая культура. От сбора данных до бизнес-результатов,13700.0,9785001007814,2017.0,Russian,Hard,336.0,3651,36,8882,Romance,1.3
Амстердам,2900.0,9785699831326,2016.0,Russian,Hard,160.0,2622,35,8883,Science Fiction,4.3
Время жить и время умирать,2900.0,9785171023195,2017.0,Russian,Hard,384.0,289,11,8884,Thriller,2.0
Время жить и время умирать,1800.0,9785171020590,2017.0,Russian,Soft,480.0,289,11,8885,Fiction,1.0
Американский психопат,6000.0,9785389088276,2015.0,Russian,Hard,480.0,3652,19,8886,Fantasy,3.7
Вредные советы,2400.0,9785170980246,2016.0,Russian,Hard,128.0,230,228,8887,Romance,2.6
"Вправо-влево, вверх-вниз. Ориентируемся в пространстве. Для детей 4-5",700.0,9785389070899,2015.0,Russian,Soft,16.0,2315,34,8888,Science Fiction,0.1
Американские боги,8500.0,9785171050801,2017.0,Russian,Hard,640.0,1732,11,8889,History,2.8
Американские боги,3100.0,9785170967667,2016.0,Russian,Soft,640.0,1732,11,8890,Thriller,3.6
Восстание ангелов,600.0,9785170737000,2011.0,Russian,Soft,320.0,2541,11,8891,Thriller,3.4
Воссоединение,3500.0,9785170985548,2017.0,Russian,Hard,352.0,3653,11,8892,Mystery,3.8
Воспоминания. Письма,3100.0,9785170976119,2016.0,Russian,Soft,448.0,3654,11,8893,Self-Help,2.7
Американские боги,5100.0,9785170846207,2014.0,Russian,Hard,704.0,1732,11,8894,Fiction,1.2
Американская трагедия,4700.0,9785699885510,2017.0,Russian,Hard,672.0,114,35,8895,History,5.0
Воскресение,2400.0,9785171015671,2017.0,Russian,Soft,608.0,491,11,8896,Fantasy,3.1
Американская трагедия,3000.0,9785389121492,2016.0,Russian,Soft,960.0,114,15,8897,Fantasy,2.7
Вообрази себе картину,2500.0,9785170660025,2017.0,Russian,Hard,320.0,2303,11,8898,Thriller,0.3
Воля к власти,4900.0,9785699844845,2016.0,Russian,Hard,864.0,435,35,8899,Fantasy,4.5
Воля к власти,4800.0,9785699837342,2016.0,Russian,Hard,864.0,435,35,8900,Biography,1.9
Алые паруса. Романы. Рассказы,4400.0,9785699817634,2016.0,Russian,Ultrathin,640.0,2523,35,8901,History,4.5
Алые паруса. Бегущая по волнам,2400.0,9785170929115,2015.0,Russian,Hard,400.0,2523,11,8902,Thriller,1.8
Волшебные краски,1700.0,9785699678099,2013.0,Russian,Hard,136.0,3302,35,8903,Non-Fiction,2.1
Волшебник. Лолита,4600.0,9785389045248,2015.0,Russian,Hard,608.0,59,15,8904,Fiction,0.4
Волшебник,1700.0,9785389056633,2013.0,Russian,Soft,144.0,59,15,8905,Fiction,3.5
Алхимик,4200.0,9785170775835,2014.0,Russian,Soft,224.0,58,11,8906,Science Fiction,3.1
Искусство и красота в средневековой эстетике,4300.0,9785170851706,2014.0,Russian,Hard,352.0,592,233,8907,Fiction,4.7
Искусство замечать,6000.0,9785389081833,2015.0,Russian,Hard,288.0,3655,15,8908,Non-Fiction,1.5
Волшебная зима,3200.0,9785389032613,2015.0,Russian,Hard,176.0,2737,15,8909,Non-Fiction,4.1
Волшебная гора,5700.0,9785171025762,2017.0,Russian,Hard,896.0,428,11,8910,Fantasy,4.7
Искусство войны в иллюстрациях,9200.0,9785000579602,2016.0,Russian,Hard,264.0,3656,36,8911,Romance,3.7
Алиса в стране чудес=Alice's Adventures in Wonderland,1050.0,9785170801756,2013.0,Russian,Soft,96.0,62,11,8912,Mystery,1.2
Волшебная гора,3800.0,9785170733484,2013.0,Russian,Hard,832.0,428,11,8913,Mystery,2.6
"Артур Шопенгауэр. Мир как воля и представление. Афоризмы житейской мудрости. Эристика, или Искусство",5900.0,9785699853571,2016.0,Russian,Hard,560.0,1259,35,8914,Romance,2.9
Артур и минипуты,3100.0,9785389007284,2015.0,Russian,Hard,336.0,3657,34,8915,Non-Fiction,2.4
Артур и месть Урдалака,3200.0,9785389007291,2014.0,Russian,Hard,352.0,3657,34,8916,Non-Fiction,1.1
Война с саламандрами,6100.0,9785389097919,2015.0,Russian,Hard,640.0,3370,19,8917,Non-Fiction,2.7
Война миров,2300.0,9785170801039,2014.0,Russian,Soft,288.0,905,11,8918,Romance,4.0
Артур и Запретный город,3100.0,9785389007314,2015.0,Russian,Hard,304.0,3657,34,8919,History,1.7
Артур и война двух миров,3200.0,9785389007307,2015.0,Russian,Hard,352.0,3657,34,8920,Fantasy,4.1
Артбук. Ваша жизнь в словах и рисунках,10700.0,9785000577806,2016.0,Russian,Hard,144.0,2325,36,8921,Fantasy,3.6
Война иными средствами,6300.0,9785171025670,2017.0,Russian,Hard,480.0,3658,11,8922,Mystery,4.8
"Война и мир. Книга 2. Том 3, 4",2900.0,9785170904716,2015.0,Russian,Soft,992.0,491,11,8923,Biography,0.2
Алиса в Зазеркалье,6200.0,9785699920631,2017.0,Russian,Hard,224.0,62,35,8924,Fantasy,3.4
"Война и мир. Книга 1. Том 1, 2",2400.0,9785170904686,2015.0,Russian,Soft,960.0,491,11,8925,Romance,1.0
Война и мир,8200.0,9785389062566,2013.0,Russian,Hard,1504.0,491,35,8926,Science Fiction,2.6
Алиса в Зазеркалье,1600.0,9785699836048,2017.0,Russian,Hard,160.0,62,35,8927,History,2.0
Возрождение. Возвращение Вампира. Кн. 3,1400.0,9785170714704,2021.0,Russian,Soft,176.0,2528,11,8928,Fantasy,2.3
Алиса в Зазеркалье,7000.0,9785389092532,2015.0,Russian,Hard,192.0,62,34,8929,Mystery,0.7
Возрождение. Возвращение вампира. Том 2,800.0,9785170711390,2011.0,Russian,Soft,176.0,2528,11,8930,Non-Fiction,0.4
Алиса в Зазеркалье,4100.0,9785389088153,2015.0,Russian,Hard,176.0,62,34,8931,Biography,1.3
Возлюби ближнего своего,2800.0,9785170996827,2016.0,Russian,Soft,480.0,289,11,8932,History,3.5
Алеф,2100.0,9785171028008,2017.0,Russian,Soft,224.0,115,11,8933,Self-Help,2.3
Возлюби ближнего своего,2900.0,9785170773091,2013.0,Russian,Hard,384.0,289,11,8934,Thriller,2.3
Аленький цветочек,1600.0,9785699879601,2016.0,Russian,Hard,192.0,3659,35,8935,Fiction,4.3
Возвращение Шерлока Холмса,4400.0,9785699793396,2016.0,Russian,Ultrathin,640.0,384,35,8936,Fiction,2.0
"Акулы, киты, дельфины",1900.0,9785171040437,2017.0,Russian,Hard,64.0,2211,11,8937,Fiction,2.7
Возвращение собаки Баскервилей,3500.0,9785389056145,2014.0,Russian,Hard,416.0,2660,19,8938,Science Fiction,4.8
Возвращение со звезд,2400.0,9785170936144,2015.0,Russian,Soft,320.0,926,11,8939,Non-Fiction,1.8
Активист. Теодор Бун расследует,3100.0,9785170893737,2015.0,Russian,Soft,256.0,718,11,8940,Non-Fiction,0.7
Возвращение со звезд,600.0,9785170591916,2009.0,Russian,Soft,320.0,926,11,8941,Fiction,1.4
Айвенго,2300.0,9785389109469,2016.0,Russian,Hard,592.0,2892,15,8942,Biography,3.2
"Возвращение в Яблочное королевство. Стив Джобс, сотв. Apple и как оно изменило мир",5500.0,9785389047501,2013.0,Russian,Hard,480.0,3660,15,8943,Non-Fiction,1.1
Айвенго,2400.0,9785170557165,2017.0,Russian,Hard,480.0,2892,11,8944,History,2.7
Возвращение в Брайдсхед. Незабвенная,3100.0,9785171025519,2017.0,Russian,Hard,480.0,199,11,8945,Fiction,3.6
Военная техника России,1900.0,9785171040444,2017.0,Russian,Hard,64.0,3193,11,8946,Fiction,2.2
"Азбука и весёлые стихи. Стихи, азбука, считалочка",2400.0,9785170935239,2015.0,Russian,Hard,128.0,60,228,8947,History,4.5
Во всем мне хочется дойти до самой сути…,1900.0,9785171020255,2017.0,Russian,Soft,416.0,1436,11,8948,Mystery,1.7
Азбука для подготовительных курсов к школе,8200.0,9785170835669,2014.0,Russian,Hard,16.0,3661,11,8949,Fantasy,0.8
Азбука в стихах и картинках,2400.0,9785170883226,2015.0,Russian,Hard,128.0,497,228,8950,Biography,0.7
Агенты Щ. И .Т. Том 1. Протоколы Колсона,5200.0,9785699929511,2016.0,Russian,Hard,144.0,3313,35,8951,Non-Fiction,2.1
Вне правил,3500.0,9785170971701,2016.0,Russian,Hard,384.0,718,11,8952,Biography,3.5
Властелин Колец. Том 3. Возвращение короля,7600.0,9785170818051,2014.0,Russian,Hard,512.0,781,11,8953,Biography,0.2
Агата Мистери. Кн.21. Преступление на десерт,3100.0,9785389130265,2020.0,Russian,Hard,128.0,1418,15,8954,Fantasy,4.3
Властелин Колец. Том 2. Две крепости,7500.0,9785170892389,2015.0,Russian,Hard,384.0,781,11,8955,Self-Help,0.3
Агата Кристи. История жизни королевы детектива,8700.0,9785001007968,2017.0,Russian,Hard,128.0,3662,36,8956,Science Fiction,3.0
Властелин Колец. Том 1. Братство кольца,8000.0,9785170818020,2014.0,Russian,Hard,480.0,781,11,8957,Self-Help,1.6
Автостопом по Галактике. Ресторан У конца Вселенной,3700.0,9785171041564,2017.0,Russian,Hard,320.0,365,11,8958,Fantasy,2.7
